,timestamp,Username,Retweets,Text,Mentions,Hashtags,Cleaned Tweets
32,Thu Feb 20 15:58:43 +0000 2020,899825798621917184,0,"@DNC @MikeBloomberg @ewarren @BernieSanders @amyklobuchar @PeteButtigieg @JoeBiden Today I had the chance to look at clips from last nights debate. Also head from different talking heads on both sides. Based on the clips, the democrats are NOT presidential quality. AWFUL!",@DNC @MikeBloomberg @ewarren @BernieSanders @amyklobuchar @PeteButtigieg @JoeBiden,,"['@DNC', '@MikeBloomberg', '@ewarren', '@BernieSanders', '@amyklobuchar', '@PeteButtigieg', '@JoeBiden', 'Today', 'I', 'chance', 'look', 'clips', 'last', 'nights', 'debate', 'Also', 'head', 'different', 'talking', 'heads', 'sides', 'Based', 'clips', 'democrats', 'NOT', 'presidential', 'quality', 'AWFUL']"
33,Thu Feb 20 15:58:42 +0000 2020,15790984,0,"Biden/ Harris 2020, Joe you got my vote on Super Tuesday here in NC",,,"['Biden', 'Harris', '2020', 'Joe', 'got', 'vote', 'Super', 'Tuesday', 'NC']"
34,Thu Feb 20 15:58:42 +0000 2020,1355479878,0,I love this,,,"['I', 'love']"
35,Thu Feb 20 15:58:40 +0000 2020,2454097038,0,Schweizer: #HunterBiden’s Commercial Activities a ‘Major Factor’ in @JoeBiden’s Decline https://www.breitbart.com/clips/2020/02/20/schweizer-hunter-bidens-commercial-activities-a-major-factor-in-joe-bidens-decline/ …,@JoeBiden,#HunterBiden,"['Schweizer', '#HunterBiden’s', 'Commercial', 'Activities', '‘Major', 'Factor’', '@JoeBiden’s', 'Decline', '20200220schweizerhunterbidenscommercialactivitiesamajorfactorinjoebidensdecline', '…']"
36,Thu Feb 20 15:58:37 +0000 2020,1018806787779317761,0,". @JoeBiden can: Beat Trump, Win the Senate, Keep the House, Unite the Country, Lead on Day One, Restore Democracy, Rebuild Institutions, Work with Allies. Please @nvdems @scdp Vote @JoeBiden #VoteBlueNoMatterWho #TurnTheSenateBlue #KeepTheHouseBlue #WeKnowJoe #RidinWithBiden WINhttps://twitter.com/TDucklo/status/1230638341873254400 …",@JoeBiden @nvdems @scdp @JoeBiden,#VoteBlueNoMatterWho #TurnTheSenateBlue #KeepTheHouseBlue #WeKnowJoe #RidinWithBiden,"['@JoeBiden', 'Beat', 'Trump', 'Win', 'Senate', 'Keep', 'House', 'Unite', 'Country', 'Lead', 'Day', 'One', 'Restore', 'Democracy', 'Rebuild', 'Institutions', 'Work', 'Allies', 'Please', '@nvdems', '@scdp', 'Vote', '@JoeBiden', '#VoteBlueNoMatterWho', '#TurnTheSenateBlue', '#KeepTheHouseBlue', '#WeKnowJoe', '#RidinWithBiden', 'WIN1230638341873254400', '…']"
37,Thu Feb 20 15:58:37 +0000 2020,1192965723779321856,0,@BernieSanders can’t unite the party the way that @ewarren can. And Bernie is too old for 1 term let alone 2! It’s selfish for him to run at his age and with his health status. The best interest of the country is a two-term democratic president. Same goes for @JoeBiden,@BernieSanders @ewarren @JoeBiden,,"['@BernieSanders', 'can’t', 'unite', 'party', 'way', '@ewarren', 'And', 'Bernie', 'old', '1', 'term', 'let', 'alone', '2', 'It’s', 'selfish', 'run', 'age', 'health', 'status', 'The', 'best', 'interest', 'country', 'twoterm', 'democratic', 'president', 'Same', 'goes', '@JoeBiden']"
38,Thu Feb 20 15:58:29 +0000 2020,1229940577195544576,0,Wish you had run last time instead of Hillary,,,"['Wish', 'run', 'last', 'time', 'instead', 'Hillary']"
39,Thu Feb 20 15:58:27 +0000 2020,1230388609104175104,0,I would say that making calls is probably the most obsolete way to promote campaign growth. This is @SenSanders trying to save dwindling campaign assets! #Debatenight #TrumpRallyPhoenix #PoliticsLive #PeteButtigieg #StopAndFrisk #MayorPete #JoeBiden #Democrats2020 #Bloomberg,@SenSanders,#Debatenight #TrumpRallyPhoenix #PoliticsLive #PeteButtigieg #StopAndFrisk #MayorPete #JoeBiden #Democrats2020 #Bloomberg,"['I', 'would', 'say', 'making', 'calls', 'probably', 'obsolete', 'way', 'promote', 'campaign', 'growth', 'This', '@SenSanders', 'trying', 'save', 'dwindling', 'campaign', 'assets', '#Debatenight', '#TrumpRallyPhoenix', '#PoliticsLive', '#PeteButtigieg', '#StopAndFrisk', '#MayorPete', '#JoeBiden', '#Democrats2020', '#Bloomberg']"
40,Thu Feb 20 15:58:19 +0000 2020,130209245,0,You should be. That doesn't mean it can be made better. Do I need to explain that to you as well?,,,"['You', 'That', 'doesnt', 'mean', 'made', 'better', 'Do', 'I', 'need', 'explain', 'well']"
41,Thu Feb 20 15:58:18 +0000 2020,2793542061,0,Josh Alex - who now works for Biden’s failing campaign - was the former Executive Director of Latino Victory. What a joke.,,,"['Josh', 'Alex', 'works', 'Biden’s', 'failing', 'campaign', 'former', 'Executive', 'Director', 'Latino', 'Victory', 'What', 'joke']"
42,Thu Feb 20 15:58:16 +0000 2020,362075878,0,No!!,,,['No']
43,Thu Feb 20 15:58:16 +0000 2020,178448645,0,So Please Elizabeth listen when we are telling you that must stop attacking other candidates we know what their about now if not we will get it quick so please Attack Trump we are begging you all @JoeBiden @PeteForAmerica @BernieSanders @amyklobucharhttps://twitter.com/ewarren/status/1230641203898703873 …,@JoeBiden @PeteForAmerica @BernieSanders @amyklobucharhttps,,"['So', 'Please', 'Elizabeth', 'listen', 'telling', 'must', 'stop', 'attacking', 'candidates', 'know', 'get', 'quick', 'please', 'Attack', 'Trump', 'begging', '@JoeBiden', '@PeteForAmerica', '@BernieSanders', '@amyklobuchar1230641203898703873', '…']"
44,Thu Feb 20 15:58:14 +0000 2020,22966462,0,@delaneytarr Youre throwing your name in with these people? See above. @davidhogg111 @sandyhook,@delaneytarr @davidhogg111 @sandyhook,,"['@delaneytarr', 'Youre', 'throwing', 'name', 'people', 'See', '@davidhogg111', '@sandyhook']"
45,Thu Feb 20 15:58:13 +0000 2020,1428908562,6,"Is South Carolina still Joe Biden's firewall? ""Oh god, yes! Yes, of course,"" Dr. Biden says. While surrogates stand strong, some voters weigh their options. Story with @LaCraiMitchell #SCPrimary #Campaign2020https://www.cbsnews.com/news/is-south-carolina-still-joe-bidens-firewall/ …",@LaCraiMitchell,#SCPrimary #Campaign2020https,"['Is', 'South', 'Carolina', 'still', 'Joe', 'Bidens', 'firewall', 'Oh', 'god', 'yes', 'Yes', 'course', 'Dr', 'Biden', 'says', 'While', 'surrogates', 'stand', 'strong', 'voters', 'weigh', 'options', 'Story', '@LaCraiMitchell', '#SCPrimary', '#Campaign2020', '…']"
46,Thu Feb 20 15:58:06 +0000 2020,1104500536928362496,0,Kerry wouldn’t know the truth if it sat on his face,,,"['Kerry', 'wouldn’t', 'know', 'truth', 'sat', 'face']"
47,Thu Feb 20 15:58:06 +0000 2020,828326392391688192,0,@MikeBloomberg c’mon support @JoeBiden https://twitter.com/B52Malmet/status/1230632556191723521 …,@MikeBloomberg @JoeBiden,,"['@MikeBloomberg', 'c’mon', 'support', '@JoeBiden', '52Malmetstatus1230632556191723521', '…']"
48,Thu Feb 20 15:58:06 +0000 2020,362075878,0,Name that tune,,,"['Name', 'tune']"
49,Thu Feb 20 15:58:05 +0000 2020,1543801099,6,"Notable inclusion of AANAPISIs(!) in the campaign document. On page 2, it says @JoeBiden will “take steps to rectify the funding disparities faced by minority-serving institutions, including Asian American and Native American Pacific Islander-serving institutions” pic.twitter.com/hoOiMAR0Ia",@JoeBiden,,"['Notable', 'inclusion', 'AANAPISIs', 'campaign', 'document', 'On', 'page', '2', 'says', '@JoeBiden', '“take', 'steps', 'rectify', 'funding', 'disparities', 'faced', 'minorityserving', 'institutions', 'including', 'Asian', 'American', 'Native', 'American', 'Pacific', 'Islanderserving', 'institutions”']"
50,Thu Feb 20 15:58:05 +0000 2020,1095906091932631040,0,Something about this wording that sounds so familiar,,,"['Something', 'wording', 'sounds', 'familiar']"
51,Thu Feb 20 15:57:58 +0000 2020,3393013192,0,I have to say this Bernie Sanders cannot make the Congress vote for Medicare 4 all. If you listened to Amy Klobuchar she told the truth it will NOT pass Congress. Obama had a Dem House and Senate and had to fight tooth and nail to get the ACA passed. I wish facts mattered.,,,"['I', 'say', 'Bernie', 'Sanders', 'cannot', 'make', 'Congress', 'vote', 'Medicare', '4', 'If', 'listened', 'Amy', 'Klobuchar', 'told', 'truth', 'NOT', 'pass', 'Congress', 'Obama', 'Dem', 'House', 'Senate', 'fight', 'tooth', 'nail', 'get', 'ACA', 'passed', 'I', 'wish', 'facts', 'mattered']"
52,Thu Feb 20 15:57:57 +0000 2020,3188352661,0,pic.twitter.com/W4uyFKecLM,,,['4uyFKecLM']
53,Thu Feb 20 15:57:54 +0000 2020,2891636537,0,#JoeBiden hey since you think gun manufactures should ve sued for people killing people. Cam we sue the government when you crash the economy and we all go broke? Asking for a friend.,,#JoeBiden,"['#JoeBiden', 'hey', 'since', 'think', 'gun', 'manufactures', 'sued', 'people', 'killing', 'people', 'Cam', 'sue', 'government', 'crash', 'economy', 'go', 'broke', 'Asking', 'friend']"
54,Thu Feb 20 15:57:47 +0000 2020,3038654024,0,I feel like it’s not Bernie so I’d vote for it but Dems blew it not supporting her for the nom.,,,"['I', 'feel', 'like', 'it’s', 'Bernie', 'I’d', 'vote', 'Dems', 'blew', 'supporting', 'nom']"
55,Thu Feb 20 15:57:46 +0000 2020,709471834455076864,0,So what happened with you and your buddy Obama when you lied to 180 million people regarding Obamacare and keeping your doctors and health care plans. All lies,,,"['So', 'happened', 'buddy', 'Obama', 'lied', '180', 'million', 'people', 'regarding', 'Obamacare', 'keeping', 'doctors', 'health', 'care', 'plans', 'All', 'lies']"
56,Thu Feb 20 15:57:44 +0000 2020,1135996674453725186,1,You know Mr Biden... Actually Co-Founders of the #marchforlife movement and other activists have endorsed #Bernie for President:https://twitter.com/BernieSanders/status/1230588184301625347?s=19 …,,#marchforlife #Bernie,"['You', 'know', 'Mr', 'Biden', 'Actually', 'CoFounders', '#marchforlife', 'movement', 'activists', 'endorsed', '#Bernie', 'President1230588184301625347s=19', '…']"
57,Thu Feb 20 15:57:43 +0000 2020,268381487,0,"Hey uncle Joe, you claim you are great at crossing the aisle and getting things done. What are you doing RIGHT NOW to persuade Republicans to hold this ""president"" to account?",,,"['Hey', 'uncle', 'Joe', 'claim', 'great', 'crossing', 'aisle', 'getting', 'things', 'done', 'What', 'RIGHT', 'NOW', 'persuade', 'Republicans', 'hold', 'president', 'account']"
58,Thu Feb 20 15:57:42 +0000 2020,1196186309271982080,0,Thank you..This actually helped me pick up some of my regular followers from the last account,,,"['Thank', 'youThis', 'actually', 'helped', 'pick', 'regular', 'followers', 'last', 'account']"
59,Thu Feb 20 15:57:41 +0000 2020,255050011,0,"Where have I heard that before? Oh yeah, from the previous administration of which you were a member. Just another lie.",,,"['Where', 'I', 'heard', 'Oh', 'yeah', 'previous', 'administration', 'member', 'Just', 'another', 'lie']"
60,Thu Feb 20 15:57:39 +0000 2020,2694598424,1,"interesting whoever is on msnbc now (Ari, I think) is trying to hang joe biden for saying Obama ordered a monitor on stop and frisk, when in fact a judge ordered it. This what I mean obvious bias. Point out all candidate flaws, not 1 you want out of the race",,,"['interesting', 'whoever', 'msnbc', 'Ari', 'I', 'think', 'trying', 'hang', 'joe', 'biden', 'saying', 'Obama', 'ordered', 'monitor', 'stop', 'frisk', 'fact', 'judge', 'ordered', 'This', 'I', 'mean', 'obvious', 'bias', 'Point', 'candidate', 'flaws', '1', 'want', 'race']"
61,Thu Feb 20 15:57:38 +0000 2020,1219216681421213696,0,"@ewarren, @SenSanders @JoeBiden @PeteButtigieg @amyklobuchar This constant snipping at the debates is beginning to piss me off to the point that i won't vote for anyone of you if it don't stop. Either shape up or quit and let someone do the job and i am a Democrat. Capisce.",@ewarren @SenSanders @JoeBiden @PeteButtigieg @amyklobuchar,,"['@ewarren', '@SenSanders', '@JoeBiden', '@PeteButtigieg', '@amyklobuchar', 'This', 'constant', 'snipping', 'debates', 'beginning', 'piss', 'point', 'wont', 'vote', 'anyone', 'dont', 'stop', 'Either', 'shape', 'quit', 'let', 'someone', 'job', 'Democrat', 'Capisce']"
62,Thu Feb 20 15:57:36 +0000 2020,710850591,0,Adam Schiff for Senate.,,,"['Adam', 'Schiff', 'Senate']"
63,Thu Feb 20 15:57:30 +0000 2020,1074834218696400896,0,whats the difference between his health policy and petes and klobuchars? honest question,,,"['whats', 'difference', 'health', 'policy', 'petes', 'klobuchars', 'honest', 'question']"
64,Thu Feb 20 15:57:30 +0000 2020,1187519509940314112,0,"Biden you need to look out for Mike Bloomberg, he is three times worse then Trump. Trump you would only have 4 yrs. Bloomberg will buy his way till he decides to quit and have raped all citizens of rights, property and freedom",,,"['Biden', 'need', 'look', 'Mike', 'Bloomberg', 'three', 'times', 'worse', 'Trump', 'Trump', 'would', '4', 'yrs', 'Bloomberg', 'buy', 'way', 'till', 'decides', 'quit', 'raped', 'citizens', 'rights', 'property', 'freedom']"
65,Thu Feb 20 15:57:28 +0000 2020,16930125,16,"Confirming what @Carrasquillo scooped: @latinovictoryus is endorsing @JoeBiden for president, people familiar with the plans say.",@Carrasquillo @latinovictoryus @JoeBiden,,"['Confirming', '@Carrasquillo', 'scooped', '@latinovictoryus', 'endorsing', '@JoeBiden', 'president', 'people', 'familiar', 'plans', 'say']"
66,Thu Feb 20 15:57:21 +0000 2020,19241989,0,"@amyklobuchar @ewarren @PeteButtigieg Joe Biden Go after @realDonaldTrump! @MikeBloomberg did!After last night,voters are appalled that not one of you attacked him/nothing about WHAT he has done to this country!We worked our butts off to get the House. DO something!https://twitter.com/donwinslow/status/1230348368058044419 …",@amyklobuchar @ewarren @PeteButtigieg @realDonaldTrump @MikeBloomberg,,"['@amyklobuchar', '@ewarren', '@PeteButtigieg', 'Joe', 'Biden', 'Go', '@realDonaldTrump', '@MikeBloomberg', 'didAfter', 'last', 'nightvoters', 'appalled', 'one', 'attacked', 'himnothing', 'WHAT', 'done', 'countryWe', 'worked', 'butts', 'get', 'House', 'DO', 'something1230348368058044419', '…']"
67,Thu Feb 20 15:57:21 +0000 2020,148098520,0,@SenSanders @amyklobuchar @JoeBiden @PeteButtigieg @MikeBloomberg @ewarren STOP ATTACKING EACH OTHER! We want to hear about the issues and your positions. Each one of you is better than Trump. You are not winning people by fighting one another. Tell us how to defeat Trump!,@SenSanders @amyklobuchar @JoeBiden @PeteButtigieg @MikeBloomberg @ewarren,,"['@SenSanders', '@amyklobuchar', '@JoeBiden', '@PeteButtigieg', '@MikeBloomberg', '@ewarren', 'STOP', 'ATTACKING', 'EACH', 'OTHER', 'We', 'want', 'hear', 'issues', 'positions', 'Each', 'one', 'better', 'Trump', 'You', 'winning', 'people', 'fighting', 'one', 'another', 'Tell', 'us', 'defeat', 'Trump']"
68,Thu Feb 20 15:57:18 +0000 2020,880927227059224576,0,Mark Kelly!,,,"['Mark', 'Kelly']"
